Date,Open,High,Low,Close
23/10/2014,16426,16693,16403,16613
24/10/2014,16619,16747,16514,16736
27/10/2014,16746,16797,16652,16756
28/10/2014,16766,16940,16754,16936
29/10/2014,16919,16992,16820,16924
30/10/2014,16912,17152,16831,17114
31/10/2014,17116,17355,17105,17311
03/11/2014,17312,17342,17267,17285
04/11/2014,17288,17329,17208,17305
05/11/2014,17311,17426,17289,17413
06/11/2014,17415,17513,17367,17504
07/11/2014,17501,17548,17437,17501
10/11/2014,17499,17569,17472,17553
11/11/2014,17546,17604,17531,17568
12/11/2014,17560,17584,17483,17577
13/11/2014,17565,17661,17543,17596
14/11/2014,17592,17639,17577,17604
17/11/2014,17607,17641,17511,17617
18/11/2014,17620,17700,17600,17652
19/11/2014,17651,17682,17591,17657
20/11/2014,17652,17701,17558,17694
21/11/2014,17695,17870,17678,17780
24/11/2014,17780,17832,17765,17792
25/11/2014,17792,17834,17763,17808
26/11/2014,17807,17847,17773,17810
28/11/2014,17818,17877,17759,17812
01/12/2014,17784,17809,17701,17755
02/12/2014,17755,17886,17755,17862
03/12/2014,17867,17917,17840,17897
04/12/2014,17893,17929,17801,17890
05/12/2014,17886,17980,17882,17953
08/12/2014,17953,17963,17793,17851
09/12/2014,17854,17873,17623,17780
10/12/2014,17779,17807,17500,17542
11/12/2014,17541,17766,17516,17574
12/12/2014,17559,17574,17252,17256
15/12/2014,17257,17410,17116,17190
16/12/2014,17209,17431,17039,17070
17/12/2014,17086,17389,17082,17354
18/12/2014,17356,17803,17333,17786
19/12/2014,17786,17911,17755.41,17755.41
22/12/2014,17741,17928,17741,17897
23/12/2014,17903,18019,17893,17976
24/12/2014,17974,18031,17965,17988
26/12/2014,17988,18051,17988,18012
29/12/2014,18024,18036,17941,17982
30/12/2014,18005,18006,17889,17941
31/12/2014,17937,17984,17739,17752
02/01/2015,17781,17884,17655,17723
05/01/2015,17726,17746,17392,17450
06/01/2015,17470,17502,17176,17290
07/01/2015,17309,17524,17300,17507
08/01/2015,17515,17846,17514,17820
09/01/2015,17811,17864,17612,17649
12/01/2015,17647,17753,17491,17571
13/01/2015,17586,17854,17416,17535
14/01/2015,17542,17568,17183,17365
15/01/2015,17396,17533,17190,17283
16/01/2015,17220,17458,17125,17432
20/01/2015,17442,17536,17271,17461
21/01/2015,17418,17535,17325,17491
22/01/2015,17493,17776,17410,17737
23/01/2015,17739,17795,17575,17588
26/01/2015,17518,17631,17432,17614
27/01/2015,17615,17629,17215,17378
